Secuencia;Código Centro;Centro;Código Distrito Centro;Distrito Centro;Código Distrito;Distrito;Código Barrio;Barrio;Sección Censal;Tramo Edad;Nacionalidad;Sexo;Código Tipo Atención;Tipo Atención;Código Tipo Supuesto Urgente;Tipo Supuesto Urgente;Fecha Cita
3871;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;052; ;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;18/09/2019
3872;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2001;SIMANCAS;002;40 - 44;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;18/09/2019
3873;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;007;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;18/09/2019
3874;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;111;50 - 54;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;18/09/2019
3875;84;CSS San Filiberto;12;USERA ;12;USERA ;1204;ALMENDRALES;049;35 - 39;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;18/09/2019
3876;84;CSS San Filiberto;12;USERA ;12;USERA ;1205;MOSCARDO;073;30 - 34;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;18/09/2019
3877;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1106;BUENAVISTA;140;50 - 54;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;19/09/2019
3878;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1105;PUERTA BONITA;121;55 - 59;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;19/09/2019
3879;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1103;SAN ISIDRO;059;>= 85;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;19/09/2019
3880;71;CSS Maravillas;01;CENTRO;01;CENTRO;0105;UNIVERSIDAD;113;70 - 74;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;19/09/2019
3881;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0102;EMBAJADORES;054;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;19/09/2019
3882;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1503;QUINTANA;093;50 - 54;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;19/09/2019
3883;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;039;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;19/09/2019
3884;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;022;50 - 54;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;19/09/2019
3885;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1005;CAMPAMENTO;144;80 - 84;Española;M;1;Primera Atención;040;Desproteccion social problema salud;19/09/2019
3886;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1006;CUATRO VIENTOS;220;60 - 64;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;19/09/2019
3887;80;CSS Gallur;10;LATINA;10;LATINA;1003;LUCERO;054;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;19/09/2019
3888;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0903;CIUDAD UNIVERSITARIA;039;50 - 54;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;19/09/2019
3889;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1303;PALOMERAS BAJAS;092;45- 49;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;19/09/2019
3890;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;065;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;19/09/2019
3891;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;046;50 - 54;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;19/09/2019
3892;85;CSS Loyola de Palacio;12;USERA ;12;USERA ;1204;ALMENDRALES;052;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;19/09/2019
3893;103;CSS Eduardo Minguito;17;VILLAVERDE;17;VILLAVERDE;1704;LOS ROSALES;066;80 - 84;Española;H;1;Primera Atención;040;Desproteccion social problema salud;19/09/2019
3894;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1106;BUENAVISTA;140;45- 49;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;20/09/2019
3895;81;CSS Plaza Elíptica;11;CARABANCHEL;11;CARABANCHEL;1107;ABRANTES;176;35 - 39;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;20/09/2019
3896;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0101;PALACIO;021;70 - 74;Española;M;1;Primera Atención;040;Desproteccion social problema salud;20/09/2019
3897;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0101;PALACIO;001;>= 85;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;20/09/2019
3898;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;075;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;20/09/2019
3899;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;199;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;20/09/2019
3900;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;084;25 - 29;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;20/09/2019
3901;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;201;75 - 79;Española;M;2;Zona / Historia Social;;;20/09/2019
3902;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;174;35 - 39;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;20/09/2019
3903;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;191;55 - 59;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;20/09/2019
3904;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;038;45- 49;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;20/09/2019
3905;72;CSS Retiro;03;RETIRO;03;RETIRO;0303;ESTRELLA;047;55 - 59;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;20/09/2019
3906;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0404;GUINDALERA;069;>= 85;Española;M;2;Zona / Historia Social;;;20/09/2019
3907;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2001;SIMANCAS;002;40 - 44;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;20/09/2019
3908;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;018;50 - 54;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;20/09/2019
3909;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;018;50 - 54;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;20/09/2019
3910;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;004;50 - 54;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;20/09/2019
3911;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;129;18 - 24;Extranjera;M;1;Primera Atención;010;Malos Tratos;20/09/2019
3912;85;CSS Loyola de Palacio;12;USERA ;12;USERA ;1201;ORCASITAS;011;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;20/09/2019
3913;103;CSS Eduardo Minguito;17;VILLAVERDE;17;VILLAVERDE;1703;BUTARQUE;114;30 - 34;Extranjera;H;2;Zona / Historia Social;050;Desprotección socio-familiar;20/09/2019
3914;103;CSS Eduardo Minguito;17;VILLAVERDE;17;VILLAVERDE;1702;SAN CRISTOBAL;036;30 - 34;Extranjera;H;0;CIVIS;030;Alojamiento/Vivienda;20/09/2019
3915;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0201;IMPERIAL;095;80 - 84;Española;H;1;Primera Atención;040;Desproteccion social problema salud;23/09/2019
3916;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1105;PUERTA BONITA;129;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;23/09/2019
3917;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1104;VISTA ALEGRE;102;25 - 29;Extranjera;M;0;CIVIS;030;Alojamiento/Vivienda;23/09/2019
3918;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1101;COMILLAS;011;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;23/09/2019
3919;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1102;OPAÑEL;035;18 - 24;Española;H;2;Zona / Historia Social;;;23/09/2019
3920;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1103;SAN ISIDRO;060;55 - 59;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;23/09/2019
3921;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1104;VISTA ALEGRE;083;35 - 39;Extranjera;M;2;Zona / Historia Social;040;Desproteccion social problema salud;23/09/2019
3922;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0102;EMBAJADORES;042;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;23/09/2019
3923;74;CSS Santa Hortensia;05;CHAMARTÍN;05;CHAMARTÍN;0503;CIUDAD JARDIN;039;75 - 79;Española;H;1;Primera Atención;040;Desproteccion social problema salud;23/09/2019
3924;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;107;60 - 64;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;23/09/2019
3925;92;CSS Concepción Arenal;16;HORTALEZA;16;HORTALEZA;1604;PINAR DEL REY;039;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;23/09/2019
3926;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;193;45- 49;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;23/09/2019
3927;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;061;45- 49;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;23/09/2019
3928;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2007;CANILLEJAS;086;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;23/09/2019
3929;85;CSS Loyola de Palacio;12;USERA ;12;USERA ;1203;SAN FERMIN;037;30 - 34;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;23/09/2019
3930;95;CSS Calahorra;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;006;35 - 39;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;23/09/2019
3931;103;CSS Eduardo Minguito;17;VILLAVERDE;17;VILLAVERDE;1704;LOS ROSALES;057;18 - 24;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;23/09/2019
3932;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0201;IMPERIAL;014;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;24/09/2019
3933;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0206;PALOS DE MOGUER;066;75 - 79;Española;M;1;Primera Atención;040;Desproteccion social problema salud;24/09/2019
3934;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1106;BUENAVISTA;149;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;24/09/2019
3935;81;CSS Plaza Elíptica;11;CARABANCHEL;11;CARABANCHEL;1107;ABRANTES;160;25 - 29;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;24/09/2019
3936;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1102;OPAÑEL;038;30 - 34;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;24/09/2019
3937;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1105;PUERTA BONITA;113;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;24/09/2019
3938;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1103;SAN ISIDRO;075;80 - 84;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;24/09/2019
3939;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1103;SAN ISIDRO;062;45- 49;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;24/09/2019
3940;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0102;EMBAJADORES;037;80 - 84;Española;M;1;Primera Atención;040;Desproteccion social problema salud;24/09/2019
3941;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;014;65 - 69;Española;H;1;Primera Atención;040;Desproteccion social problema salud;24/09/2019
3942;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0807;MIRASIERRA;136;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;24/09/2019
3943;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;122;45- 49;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;24/09/2019
3944;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;190;35 - 39;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;24/09/2019
3945;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;196;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;24/09/2019
3946;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;046;50 - 54;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;24/09/2019
3947;72;CSS Retiro;03;RETIRO;03;RETIRO;0302;ADELFAS;024;65 - 69;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;24/09/2019
3948;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2007;CANILLEJAS;080;75 - 79;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;24/09/2019
3949;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2001;SIMANCAS;003;18 - 24;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;24/09/2019
3950;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;009;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;24/09/2019
3951;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;110;25 - 29;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;24/09/2019
3952;84;CSS San Filiberto;12;USERA ;12;USERA ;1205;MOSCARDO;067;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;24/09/2019
3953;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1701;SAN ANDRES;018;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;24/09/2019
3954;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1105;PUERTA BONITA;132;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;25/09/2019
3955;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1105;PUERTA BONITA;119;40 - 44;Extranjera;M;1;Primera Atención;010;Malos Tratos;25/09/2019
3956;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1103;SAN ISIDRO;074;25 - 29;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;25/09/2019
3957;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0101;PALACIO;003;45- 49;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;25/09/2019
3958;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1505;SAN PASCUAL;135;45- 49;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;25/09/2019
3959;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0808;EL GOLOSO;169;50 - 54;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;25/09/2019
3960;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1005;CAMPAMENTO;148;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;25/09/2019
3961;80;CSS Gallur;10;LATINA;10;LATINA;1001;LOS CARMENES;012;25 - 29;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;25/09/2019
3962;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;197;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;25/09/2019
3963;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;048;60 - 64;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;25/09/2019
3964;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;050;70 - 74;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;25/09/2019
3965;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;043;35 - 39;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;25/09/2019
3966;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;048;18 - 24;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;25/09/2019
3967;86;CSS San Diego;13;PUENTE DE VALLECAS;18;VILLA DE VALLECAS;1801;CASCO HISTORICO DE VALLECAS;018;4 - 11;Española;M;2;Zona / Historia Social;010;Malos Tratos;25/09/2019
3968;98;CSS Pablo Casals;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2005;ROSAS;106;50 - 54;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;25/09/2019
3969;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2006;REJAS;071;60 - 64;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;25/09/2019
3970;103;CSS Eduardo Minguito;17;VILLAVERDE;17;VILLAVERDE;1704;LOS ROSALES;049;45- 49;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;25/09/2019
3971;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0203;CHOPERA;033;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;26/09/2019
3972;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0205;DELICIAS;058;75 - 79;Extranjera;H;1;Primera Atención;040;Desproteccion social problema salud;26/09/2019
3973;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1105;PUERTA BONITA;124;30 - 34;Española;M;2;Zona / Historia Social;010;Malos Tratos;26/09/2019
3974;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1102;OPAÑEL;037;55 - 59;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;26/09/2019
3975;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1105;PUERTA BONITA;119;30 - 34;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;26/09/2019
3976;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0805;LA PAZ;094;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;26/09/2019
3977;130;CSS El Querol;16;HORTALEZA;16;HORTALEZA;1605;APOSTOL SANTIAGO;082;50 - 54;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;26/09/2019
3978;130;CSS El Querol;16;HORTALEZA;16;HORTALEZA;1603;CANILLAS;031;75 - 79;Española;M;1;Primera Atención;;;26/09/2019
3979;80;CSS Gallur;10;LATINA;10;LATINA;1001;LOS CARMENES;012;25 - 29;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;26/09/2019
3980;79;CSS Los Yébenes;10;LATINA;10;LATINA;1003;LUCERO;063;>= 85;Española;H;1;Primera Atención;040;Desproteccion social problema salud;26/09/2019
3981;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;172;35 - 39;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;26/09/2019
3982;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;046;25 - 29;Extranjera;M;2;Zona / Historia Social;010;Malos Tratos;26/09/2019
3983;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;046;55 - 59;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;26/09/2019
3984;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2008;SALVADOR;097;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;26/09/2019
3985;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;053;>= 85;Española;M;2;Zona / Historia Social;;;26/09/2019
3986;84;CSS San Filiberto;12;USERA ;13;PUENTE DE VALLECAS;1302;SAN DIEGO;042;18 - 24;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;26/09/2019
3987;84;CSS San Filiberto;12;USERA ;12;USERA ;1204;ALMENDRALES;049;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;26/09/2019
3988;84;CSS San Filiberto;12;USERA ;12;USERA ;1204;ALMENDRALES;041;40 - 44;Extranjera;H;2;Zona / Historia Social;050;Desprotección socio-familiar;26/09/2019
3989;84;CSS San Filiberto;12;USERA ;12;USERA ;1205;MOSCARDO;071;35 - 39;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;26/09/2019
3990;103;CSS Eduardo Minguito;17;VILLAVERDE;17;VILLAVERDE;1702;SAN CRISTOBAL;037;30 - 34;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;26/09/2019
3991;81;CSS Plaza Elíptica;11;CARABANCHEL;11;CARABANCHEL;1107;ABRANTES;165;65 - 69;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;27/09/2019
3992;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0702;ARAPILES;048;65 - 69;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;27/09/2019
3993;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1504;CONCEPCION;124;50 - 54;Extranjera;H;0;CIVIS;030;Alojamiento/Vivienda;27/09/2019
3994;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;052;>= 85;Española;H;1;Primera Atención;040;Desproteccion social problema salud;27/09/2019
3995;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1503;QUINTANA;103;30 - 34;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;27/09/2019
3996;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;046;65 - 69;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;27/09/2019
3997;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;028;65 - 69;Española;H;2;Zona / Historia Social;050;Desprotección socio-familiar;27/09/2019
3998;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;115;18 - 24;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;27/09/2019
3999;130;CSS El Querol;16;HORTALEZA;16;HORTALEZA;1604;PINAR DEL REY;076;45- 49;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;27/09/2019
4000;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;161;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;27/09/2019
4001;87;CSS Entrevías;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1301;ENTREVIAS;002;80 - 84;Española;M;1;Primera Atención;040;Desproteccion social problema salud;27/09/2019
4002;88;CSS Pablo Neruda;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1304;PALOMERAS SURESTE;118;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;27/09/2019
4003;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;195;40 - 44;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;27/09/2019
4004;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1303;PALOMERAS BAJAS;094;50 - 54;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;27/09/2019
4005;85;CSS Loyola de Palacio;12;USERA ;12;USERA ;1207;PRADOLONGO;096;45- 49;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;27/09/2019
4006;84;CSS San Filiberto;12;USERA ;12;USERA ;1207;PRADOLONGO;088;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;27/09/2019
4007;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS;18;VILLA DE VALLECAS;1803;ENSANCHE DE VALLECAS;059;35 - 39;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;27/09/2019
4008;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0203;CHOPERA;043;65 - 69;Española;M;1;Primera Atención;;;30/09/2019
4009;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1107;ABRANTES;158;55 - 59;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;30/09/2019
4010;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1106;BUENAVISTA;140;>= 85;Extranjera;H;2;Zona / Historia Social;040;Desproteccion social problema salud;30/09/2019
4011;81;CSS Plaza Elíptica;11;CARABANCHEL;12;USERA ;1207;PRADOLONGO;092;50 - 54;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;30/09/2019
4012;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1105;PUERTA BONITA;115;45- 49;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;30/09/2019
