Secuencia;Código Centro;Centro;Código Distrito Centro;Distrito Centro;Código Distrito;Distrito;Código Barrio;Barrio;Sección Censal;Tramo Edad;Nacionalidad;Sexo;Código Tipo Atención;Tipo Atención;Código Tipo Supuesto Urgente;Tipo Supuesto Urgente;Fecha Cita
2304;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;114;50 - 54;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;17/06/2021
2305;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;046;30 - 34;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;17/06/2021
2306;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;018;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;17/06/2021
2307;92;CSS Concepción Arenal;16;HORTALEZA;16;HORTALEZA;1604;PINAR DEL REY;048;55 - 59;Extranjera;H;1;Primera Atención;040;Desproteccion social problema salud;17/06/2021
2308;79;CSS Los Yébenes;10;LATINA;10;LATINA;1003;LUCERO;062;80 - 84;Española;H;1;Primera Atención;040;Desproteccion social problema salud;17/06/2021
2309;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0904;VALDEZARZA;064;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;17/06/2021
2310;88;CSS Pablo Neruda;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1304;PALOMERAS SURESTE;199;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;17/06/2021
2311;98;CSS Pablo Casals;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2005;ROSAS;117;35 - 39;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;17/06/2021
2312;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;128;80 - 84;Española;M;2;Zona / Historia Social;;;17/06/2021
2313;85;CSS Loyola de Palacio;12;USERA ;12;USERA ;1203;SAN FERMIN;100;>= 85;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;17/06/2021
2314;84;CSS San Filiberto;12;USERA ;12;USERA ;1204;ALMENDRALES;049;50 - 54;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;17/06/2021
2315;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1705;LOS ANGELES;076;75 - 79;Española;M;1;Primera Atención;040;Desproteccion social problema salud;17/06/2021
2316;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0202;ACACIAS;028;45- 49;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;18/06/2021
2317;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0203;CHOPERA;046;65 - 69;Española;M;1;Primera Atención;040;Desproteccion social problema salud;18/06/2021
2318;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0205;DELICIAS;062;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;18/06/2021
2319;83;CSS Zaida;11;CARABANCHEL;12;USERA ;1205;MOSCARDO;073;30 - 34;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;18/06/2021
2320;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0102;EMBAJADORES;032;80 - 84;Española;M;1;Primera Atención;040;Desproteccion social problema salud;18/06/2021
2321;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0101;PALACIO;007;70 - 74;Española;H;1;Primera Atención;040;Desproteccion social problema salud;18/06/2021
2322;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0704;ALMAGRO;090;60 - 64;Extranjera;H;1;Primera Atención;040;Desproteccion social problema salud;18/06/2021
2323;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;061;70 - 74;Española;M;1;Primera Atención;040;Desproteccion social problema salud;18/06/2021
2324;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;086;80 - 84;Española;H;1;Primera Atención;040;Desproteccion social problema salud;18/06/2021
2325;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;060;40 - 44;Española;M;1;Primera Atención;050;Desprotección socio-familiar;18/06/2021
2326;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0805;LA PAZ;035;65 - 69;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;18/06/2021
2327;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;023;30 - 34;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;18/06/2021
2328;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;141;75 - 79;Española;M;1;Primera Atención;040;Desproteccion social problema salud;18/06/2021
2329;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;051;50 - 54;Extranjera;M;1;Primera Atención;040;Desproteccion social problema salud;18/06/2021
2330;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;168;45- 49;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;18/06/2021
2331;92;CSS Concepción Arenal;16;HORTALEZA;16;HORTALEZA;1603;CANILLAS;025;18 - 24;Española;M;1;Primera Atención;;;18/06/2021
2332;92;CSS Concepción Arenal;16;HORTALEZA;16;HORTALEZA;1603;CANILLAS;024;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;18/06/2021
2333;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1004;ALUCHE;134;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;18/06/2021
2334;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;192;25 - 29;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;18/06/2021
2335;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1303;PALOMERAS BAJAS;104;75 - 79;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;18/06/2021
2336;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;055;55 - 59;Española;H;2;Zona / Historia Social;010;Malos Tratos;18/06/2021
2337;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;051;75 - 79;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;18/06/2021
2338;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS;18;VILLA DE VALLECAS;1801;CASCO HISTORICO DE VALLECAS;015;35 - 39;Extranjera;M;2;Zona / Historia Social;;;18/06/2021
2339;103;CSS Eduardo Minguito;17;VILLAVERDE;17;VILLAVERDE;1703;BUTARQUE;111;30 - 34;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;18/06/2021
2340;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1705;LOS ANGELES;069;35 - 39;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;18/06/2021
2341;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1104;VISTA ALEGRE;081;40 - 44;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;21/06/2021
2342;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;015;75 - 79;Española;M;1;Primera Atención;040;Desproteccion social problema salud;21/06/2021
2343;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;072;80 - 84;Española;M;1;Primera Atención;040;Desproteccion social problema salud;21/06/2021
2344;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;074;80 - 84;Española;M;1;Primera Atención;040;Desproteccion social problema salud;21/06/2021
2345;92;CSS Concepción Arenal;16;HORTALEZA;16;HORTALEZA;1603;CANILLAS;024;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;21/06/2021
2346;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;178;40 - 44;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;21/06/2021
2347;87;CSS Entrevías;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1301;ENTREVIAS;012;18 - 24;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;21/06/2021
2348;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1305;PORTAZGO;160;35 - 39;Española;M;1;Primera Atención;;;21/06/2021
2349;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;052;60 - 64;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;21/06/2021
2350;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;043;18 - 24;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;21/06/2021
2351;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;043;60 - 64;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;21/06/2021
2352;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;114;50 - 54;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;21/06/2021
2353;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;076;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;21/06/2021
2354;84;CSS San Filiberto;12;USERA ;12;USERA ;1207;PRADOLONGO;094;65 - 69;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;21/06/2021
2355;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1705;LOS ANGELES;070;80 - 84;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;21/06/2021
2356;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0203;CHOPERA;038;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;22/06/2021
2357;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0201;IMPERIAL;002;40 - 44;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;22/06/2021
2358;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0204;LEGAZPI;048;60 - 64;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;22/06/2021
2359;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0206;PALOS DE MOGUER;065;75 - 79;Extranjera;H;1;Primera Atención;040;Desproteccion social problema salud;22/06/2021
2360;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1106;BUENAVISTA;148;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;22/06/2021
2361;81;CSS Plaza Elíptica;11;CARABANCHEL;11;CARABANCHEL;1107;ABRANTES;174;>= 85;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;22/06/2021
2362;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1104;VISTA ALEGRE;085;40 - 44;Española;H;1;Primera Atención;020;Abandono;22/06/2021
2363;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0101;PALACIO;020;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;22/06/2021
2364;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;056;25 - 29;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;22/06/2021
2365;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;014;75 - 79;Española;M;1;Primera Atención;;;22/06/2021
2366;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;028;75 - 79;Española;M;1;Primera Atención;;;22/06/2021
2367;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;182;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;22/06/2021
2368;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;161;35 - 39;Extranjera;H;1;Primera Atención;040;Desproteccion social problema salud;22/06/2021
2369;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1004;ALUCHE;133;18 - 24;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;22/06/2021
2370;80;CSS Gallur;10;LATINA;10;LATINA;1002;PUERTA DEL ANGEL;036;50 - 54;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;22/06/2021
2371;80;CSS Gallur;10;LATINA;10;LATINA;1002;PUERTA DEL ANGEL;036;50 - 54;Extranjera;H;1;Primera Atención;;;22/06/2021
2372;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;177;50 - 54;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;22/06/2021
2373;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;194;>= 85;Española;H;1;Primera Atención;040;Desproteccion social problema salud;22/06/2021
2374;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;185;25 - 29;Española;M;1;Primera Atención;050;Desprotección socio-familiar;22/06/2021
2375;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1305;PORTAZGO;143;55 - 59;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;22/06/2021
2376;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1303;PALOMERAS BAJAS;079;25 - 29;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;22/06/2021
2377;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;047;40 - 44;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;22/06/2021
2378;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;042;40 - 44;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;22/06/2021
2379;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;040;25 - 29;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;22/06/2021
2380;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;060;35 - 39;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;22/06/2021
2381;85;CSS Loyola de Palacio;12;USERA ;12;USERA ;1203;SAN FERMIN;034;55 - 59;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;22/06/2021
2382;95;CSS Calahorra;19;VICÁLVARO;19;VICÁLVARO;1902;AMBROZ;021;50 - 54;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;22/06/2021
2383;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1701;SAN ANDRES;021;50 - 54;Española;H;2;Zona / Historia Social;050;Desprotección socio-familiar;22/06/2021
2384;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0203;CHOPERA;036;70 - 74;Española;M;1;Primera Atención;040;Desproteccion social problema salud;23/06/2021
2385;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0203;CHOPERA;045;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;23/06/2021
2386;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0201;IMPERIAL;002;40 - 44;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;23/06/2021
2387;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0204;LEGAZPI;048;60 - 64;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;23/06/2021
2388;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1105;PUERTA BONITA;126;40 - 44;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;23/06/2021
2389;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1105;PUERTA BONITA;126;30 - 34;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;23/06/2021
2390;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1104;VISTA ALEGRE;092;80 - 84;Española;M;2;Zona / Historia Social;;;23/06/2021
2391;81;CSS Plaza Elíptica;11;CARABANCHEL;11;CARABANCHEL;1107;ABRANTES;173;35 - 39;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;23/06/2021
2392;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1105;PUERTA BONITA;118;18 - 24;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;23/06/2021
2393;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1103;SAN ISIDRO;071;50 - 54;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;23/06/2021
2394;74;CSS Santa Hortensia;05;CHAMARTÍN;05;CHAMARTÍN;0504;HISPANOAMERICA;061;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;23/06/2021
2395;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;119;45- 49;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;23/06/2021
2396;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;120;55 - 59;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;23/06/2021
2397;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;018;45- 49;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;23/06/2021
2398;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;025;75 - 79;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;23/06/2021
2399;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;180;55 - 59;Española;M;1;Primera Atención;040;Desproteccion social problema salud;23/06/2021
2400;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1005;CAMPAMENTO;144;35 - 39;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;23/06/2021
2401;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;189;50 - 54;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;23/06/2021
2402;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;042;40 - 44;Extranjera;H;0;CIVIS;;;23/06/2021
2403;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;042;50 - 54;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;23/06/2021
2404;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;039;65 - 69;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;23/06/2021
2405;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;063;45- 49;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;23/06/2021
2406;85;CSS Loyola de Palacio;12;USERA ;12;USERA ;1203;SAN FERMIN;034;75 - 79;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;23/06/2021
2407;84;CSS San Filiberto;12;USERA ;12;USERA ;1206;ZOFIO;098;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;23/06/2021
2408;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS;18;VILLA DE VALLECAS;1801;CASCO HISTORICO DE VALLECAS;019;75 - 79;Española;M;2;Zona / Historia Social;;;23/06/2021
2409;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS;18;VILLA DE VALLECAS;1801;CASCO HISTORICO DE VALLECAS;024;70 - 74;Española;M;1;Primera Atención;;;23/06/2021
2410;103;CSS Eduardo Minguito;17;VILLAVERDE;17;VILLAVERDE;1702;SAN CRISTOBAL;036;>= 85;Española;H;1;Primera Atención;040;Desproteccion social problema salud;23/06/2021
2411;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1701;SAN ANDRES;012;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;23/06/2021
2412;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0203;CHOPERA;036;70 - 74;Española;M;1;Primera Atención;040;Desproteccion social problema salud;24/06/2021
2413;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0206;PALOS DE MOGUER;073;70 - 74;Española;H;1;Primera Atención;040;Desproteccion social problema salud;24/06/2021
2414;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0206;PALOS DE MOGUER;080;55 - 59;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;24/06/2021
2415;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1104;VISTA ALEGRE;098;60 - 64;Extranjera;M;2;Zona / Historia Social;040;Desproteccion social problema salud;24/06/2021
2416;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1104;VISTA ALEGRE;082;60 - 64;Extranjera;H;1;Primera Atención;040;Desproteccion social problema salud;24/06/2021
2417;74;CSS Santa Hortensia;05;CHAMARTÍN;05;CHAMARTÍN;0503;CIUDAD JARDIN;045;50 - 54;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;24/06/2021
2418;91;CSS Luis Vives;15;CIUDAD LINEAL;20;SAN BLAS-CANILLEJAS;2007;CANILLEJAS;085;18 - 24;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;24/06/2021
2419;92;CSS Concepción Arenal;16;HORTALEZA;16;HORTALEZA;1604;PINAR DEL REY;048;55 - 59;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;24/06/2021
2420;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1004;ALUCHE;134;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;24/06/2021
2421;80;CSS Gallur;10;LATINA;10;LATINA;1002;PUERTA DEL ANGEL;029;18 - 24;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;24/06/2021
2422;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;194;35 - 39;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;24/06/2021
2423;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;168;30 - 34;Extranjera;M;1;Primera Atención;;;24/06/2021
2424;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;055;55 - 59;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;24/06/2021
2425;72;CSS Retiro;03;RETIRO;03;RETIRO;0303;ESTRELLA;034;65 - 69;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;24/06/2021
2426;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;031;75 - 79;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;24/06/2021
2427;84;CSS San Filiberto;12;USERA ;12;USERA ;1204;ALMENDRALES;045;50 - 54;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;24/06/2021
2428;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1104;VISTA ALEGRE;080;45- 49;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;25/06/2021
2429;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0101;PALACIO;019;>= 85;Española;H;1;Primera Atención;040;Desproteccion social problema salud;25/06/2021
2430;74;CSS Santa Hortensia;05;CHAMARTÍN;05;CHAMARTÍN;0503;CIUDAD JARDIN;045;70 - 74;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;25/06/2021
2431;74;CSS Santa Hortensia;05;CHAMARTÍN;05;CHAMARTÍN;0503;CIUDAD JARDIN;046;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;25/06/2021
2432;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1504;CONCEPCION;131;>= 85;Española;H;0;CIVIS;040;Desproteccion social problema salud;25/06/2021
2433;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1503;QUINTANA;094;35 - 39;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;25/06/2021
2434;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1503;QUINTANA;103;75 - 79;Española;H;0;CIVIS;040;Desproteccion social problema salud;25/06/2021
2435;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0805;LA PAZ;090;>= 85;Española;M;2;Zona / Historia Social;010;Malos Tratos;25/06/2021
2436;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;084;45- 49;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;25/06/2021
2437;79;CSS Los Yébenes;10;LATINA;10;LATINA;1003;LUCERO;058;40 - 44;Extranjera;M;2;Zona / Historia Social;010;Malos Tratos;25/06/2021
2438;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;061;45- 49;Española;H;1;Primera Atención;050;Desprotección socio-familiar;25/06/2021
2439;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;016;65 - 69;Española;H;1;Primera Atención;040;Desproteccion social problema salud;25/06/2021
2440;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;003;>= 85;Española;M;1;Primera Atención;050;Desprotección socio-familiar;25/06/2021
2441;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;076;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;25/06/2021
2442;84;CSS San Filiberto;12;USERA ;12;USERA ;1204;ALMENDRALES;049;30 - 34;Española;M;2;Zona / Historia Social;010;Malos Tratos;25/06/2021
2443;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS;18;VILLA DE VALLECAS;1801;CASCO HISTORICO DE VALLECAS;055;45- 49;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;25/06/2021
2444;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1701;SAN ANDRES;008;35 - 39;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;25/06/2021
2445;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0203;CHOPERA;046;30 - 34;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;28/06/2021
