Secuencia;Código Centro;Centro;Código Distrito Centro;Distrito Centro;Código Distrito;Distrito;Código Barrio;Barrio;Sección Censal;Tramo Edad;Nacionalidad;Sexo;Código Tipo Atención;Tipo Atención;Código Tipo Supuesto Urgente;Tipo Supuesto Urgente;Fecha Cita
3930;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;114;30 - 34;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;10/09/2018
3931;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;111;30 - 34;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;10/09/2018
3932;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;094;25 - 29;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;10/09/2018
3933;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;113;40 - 44;Española;M;2;Zona / Historia Social;;;10/09/2018
3934;79;CSS Los Yébenes;10;LATINA;10;LATINA;1003;LUCERO;006;18 - 24;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;10/09/2018
3935;90;CSS Fuente Carrantona;14;MORATALAZ;14;MORATALAZ;1403;MARROQUINA;085;80 - 84;Española;H;1;Primera Atención;040;Desproteccion social problema salud;10/09/2018
3936;90;CSS Fuente Carrantona;14;MORATALAZ;14;MORATALAZ;1404;MEDIA LEGUA;039;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;10/09/2018
3937;87;CSS Entrevías;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1301;ENTREVIAS;029;25 - 29;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;10/09/2018
3938;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1304;PALOMERAS SURESTE;119;55 - 59;Española;M;1;Primera Atención;040;Desproteccion social problema salud;10/09/2018
3939;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1303;PALOMERAS BAJAS;079;30 - 34;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;10/09/2018
3940;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;058;30 - 34;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;10/09/2018
3941;72;CSS Retiro;03;RETIRO;03;RETIRO;0303;ESTRELLA;044;55 - 59;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;10/09/2018
3942;84;CSS San Filiberto;12;USERA ;12;USERA ;1201;ORCASITAS;005;30 - 34;Extranjera;M;0;CIVIS;030;Alojamiento/Vivienda;10/09/2018
3943;84;CSS San Filiberto;12;USERA ;12;USERA ;1206;ZOFIO;084;60 - 64;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;10/09/2018
3944;95;CSS Calahorra;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;008;80 - 84;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;10/09/2018
3945;96;CSS Valdebernardo;19;VICÁLVARO;19;VICÁLVARO;1902;AMBROZ;024;50 - 54;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;10/09/2018
3946;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS;18;VILLA DE VALLECAS;1801;CASCO HISTORICO DE VALLECAS;018;75 - 79;Española;M;1;Primera Atención;040;Desproteccion social problema salud;10/09/2018
3947;103;CSS Eduardo Minguito;17;VILLAVERDE;17;VILLAVERDE;1704;LOS ROSALES;096;75 - 79;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;10/09/2018
3948;103;CSS Eduardo Minguito;17;VILLAVERDE;17;VILLAVERDE;1704;LOS ROSALES;096;65 - 69;Española;H;1;Primera Atención;040;Desproteccion social problema salud;10/09/2018
3949;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0202;ACACIAS;024;70 - 74;Española;M;1;Primera Atención;040;Desproteccion social problema salud;11/09/2018
3950;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1105;PUERTA BONITA;130;25 - 29;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;11/09/2018
3951;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1105;PUERTA BONITA;133;45- 49;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;11/09/2018
3952;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1102;OPAÑEL;037;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;11/09/2018
3953;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1105;PUERTA BONITA;118;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;11/09/2018
3954;71;CSS Maravillas;01;CENTRO;01;CENTRO;0105;UNIVERSIDAD;116;35 - 39;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;11/09/2018
3955;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0805;LA PAZ;100;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;11/09/2018
3956;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;170;75 - 79;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;11/09/2018
3957;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;153;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;11/09/2018
3958;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;123;>= 85;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;11/09/2018
3959;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;115;50 - 54;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;11/09/2018
3960;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;121;50 - 54;Española;H;1;Primera Atención;050;Desprotección socio-familiar;11/09/2018
3961;104;CSS Infante Don Juan ;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0901;CASA DE CAMPO;001;>= 85;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;11/09/2018
3962;90;CSS Fuente Carrantona;14;MORATALAZ;14;MORATALAZ;1405;FONTARRON;047;>= 85;Española;H;1;Primera Atención;040;Desproteccion social problema salud;11/09/2018
3963;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;041;50 - 54;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;11/09/2018
3964;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0404;GUINDALERA;069;45- 49;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;11/09/2018
3965;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;014;80 - 84;Española;M;1;Primera Atención;040;Desproteccion social problema salud;11/09/2018
3966;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;081;35 - 39;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;11/09/2018
3967;84;CSS San Filiberto;12;USERA ;12;USERA ;1205;MOSCARDO;069;50 - 54;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;11/09/2018
3968;96;CSS Valdebernardo;19;VICÁLVARO;19;VICÁLVARO;1902;AMBROZ;034;50 - 54;Española;M;1;Primera Atención;010;Malos Tratos;11/09/2018
3969;96;CSS Valdebernardo;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;001;40 - 44;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;11/09/2018
3970;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0206;PALOS DE MOGUER;077;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;12/09/2018
3971;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1105;PUERTA BONITA;131;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/09/2018
3972;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1104;VISTA ALEGRE;102;30 - 34;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/09/2018
3973;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;14;MORATALAZ;1402;HORCAJO;089;30 - 34;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;12/09/2018
3974;71;CSS Maravillas;01;CENTRO;01;CENTRO;0105;UNIVERSIDAD;108;30 - 34;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;12/09/2018
3975;74;CSS Santa Hortensia;05;CHAMARTÍN;05;CHAMARTÍN;0503;CIUDAD JARDIN;048;>= 85;Española;M;2;Zona / Historia Social;010;Malos Tratos;12/09/2018
3976;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1504;CONCEPCION;115;45- 49;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;12/09/2018
3977;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;053;30 - 34;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;12/09/2018
3978;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;043;35 - 39;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;12/09/2018
3979;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;112;25 - 29;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;12/09/2018
3980;92;CSS Concepción Arenal;16;HORTALEZA;16;HORTALEZA;1604;PINAR DEL REY;038;35 - 39;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/09/2018
3981;80;CSS Gallur;10;LATINA;10;LATINA;1001;LOS CARMENES;012;60 - 64;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;12/09/2018
3982;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;092;35 - 39;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;12/09/2018
3983;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;089;80 - 84;Española;H;2;Zona / Historia Social;;;12/09/2018
3984;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;093;18 - 24;Extranjera;H;1;Primera Atención;;;12/09/2018
3985;79;CSS Los Yébenes;10;LATINA;10;LATINA;1003;LUCERO;060;50 - 54;Española;H;2;Zona / Historia Social;020;Abandono;12/09/2018
3986;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0904;VALDEZARZA;068;80 - 84;Española;H;1;Primera Atención;040;Desproteccion social problema salud;12/09/2018
3987;90;CSS Fuente Carrantona;14;MORATALAZ;14;MORATALAZ;1404;MEDIA LEGUA;083;40 - 44;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;12/09/2018
3988;90;CSS Fuente Carrantona;14;MORATALAZ;14;MORATALAZ;1406;VINATEROS;077;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;12/09/2018
3989;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;054;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;12/09/2018
3990;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;063;65 - 69;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;12/09/2018
3991;98;CSS Pablo Casals;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2004;ARCOS;058;50 - 54;Española;H;1;Primera Atención;040;Desproteccion social problema salud;12/09/2018
3992;98;CSS Pablo Casals;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2004;ARCOS;058;>= 85;Española;H;1;Primera Atención;040;Desproteccion social problema salud;12/09/2018
3993;84;CSS San Filiberto;12;USERA ;12;USERA ;1207;PRADOLONGO;089;35 - 39;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;12/09/2018
3994;95;CSS Calahorra;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;006;30 - 34;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;12/09/2018
3995;96;CSS Valdebernardo;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;012;>= 85;Española;H;1;Primera Atención;;;12/09/2018
3996;103;CSS Eduardo Minguito;17;VILLAVERDE;17;VILLAVERDE;1704;LOS ROSALES;053;60 - 64;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;12/09/2018
3997;103;CSS Eduardo Minguito;17;VILLAVERDE;17;VILLAVERDE;1704;LOS ROSALES;052;30 - 34;Extranjera;M;0;CIVIS;050;Desprotección socio-familiar;12/09/2018
3998;103;CSS Eduardo Minguito;17;VILLAVERDE;17;VILLAVERDE;1702;SAN CRISTOBAL;038;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/09/2018
3999;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0205;DELICIAS;061;25 - 29;Española;M;0;CIVIS;050;Desprotección socio-familiar;13/09/2018
4000;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1107;ABRANTES;160;55 - 59;Española;H;2;Zona / Historia Social;050;Desprotección socio-familiar;13/09/2018
4001;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1106;BUENAVISTA;140;18 - 24;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;13/09/2018
4002;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1103;SAN ISIDRO;054;45- 49;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;13/09/2018
4003;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1103;SAN ISIDRO;068;65 - 69;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;13/09/2018
4004;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;002;25 - 29;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;13/09/2018
4005;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0805;LA PAZ;102;40 - 44;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;13/09/2018
4006;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;110;80 - 84;Extranjera;M;2;Zona / Historia Social;040;Desproteccion social problema salud;13/09/2018
4007;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;17;VILLAVERDE;1701;SAN ANDRES;018;30 - 34;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;13/09/2018
4008;80;CSS Gallur;10;LATINA;10;LATINA;1003;LUCERO;078;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;13/09/2018
4009;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;128;75 - 79;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;13/09/2018
4010;79;CSS Los Yébenes;10;LATINA;10;LATINA;1003;LUCERO;063;55 - 59;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;13/09/2018
4011;90;CSS Fuente Carrantona;14;MORATALAZ;14;MORATALAZ;1403;MARROQUINA;081;55 - 59;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;13/09/2018
4012;88;CSS Pablo Neruda;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1305;PORTAZGO;153;65 - 69;Española;M;1;Primera Atención;040;Desproteccion social problema salud;13/09/2018
4013;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;197;40 - 44;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;13/09/2018
4014;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;178;>= 85;Española;M;1;Primera Atención;;;13/09/2018
4015;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;043;40 - 44;Extranjera;H;1;Primera Atención;040;Desproteccion social problema salud;13/09/2018
4016;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0406;CASTELLANA;130;40 - 44;Española;M;2;Zona / Historia Social;010;Malos Tratos;13/09/2018
4017;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0402;GOYA;040;45- 49;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;13/09/2018
4018;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0405;LISTA;101;50 - 54;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;13/09/2018
4019;84;CSS San Filiberto;12;USERA ;12;USERA ;1204;ALMENDRALES;045;30 - 34;Extranjera;M;2;Zona / Historia Social;010;Malos Tratos;13/09/2018
4020;84;CSS San Filiberto;12;USERA ;12;USERA ;1204;ALMENDRALES;048;18 - 24;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;13/09/2018
4021;96;CSS Valdebernardo;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;003;75 - 79;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;13/09/2018
4022;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS;18;VILLA DE VALLECAS;1801;CASCO HISTORICO DE VALLECAS;043;40 - 44;Extranjera;M;1;Primera Atención;010;Malos Tratos;13/09/2018
4023;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS;18;VILLA DE VALLECAS;1801;CASCO HISTORICO DE VALLECAS;060;50 - 54;Extranjera;H;2;Zona / Historia Social;050;Desprotección socio-familiar;13/09/2018
4024;103;CSS Eduardo Minguito;17;VILLAVERDE;17;VILLAVERDE;1702;SAN CRISTOBAL;036;18 - 24;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;13/09/2018
4025;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1701;SAN ANDRES;027;18 - 24;Extranjera;M;2;Zona / Historia Social;;;13/09/2018
4026;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0205;DELICIAS;050;18 - 24;Extranjera;M;1;Primera Atención;010;Malos Tratos;14/09/2018
4027;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0205;DELICIAS;050;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;14/09/2018
4028;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0206;PALOS DE MOGUER;082;80 - 84;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;14/09/2018
4029;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1106;BUENAVISTA;151;35 - 39;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;14/09/2018
4030;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1106;BUENAVISTA;187;18 - 24;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;14/09/2018
4031;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1102;OPAÑEL;032;60 - 64;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;14/09/2018
4032;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1105;PUERTA BONITA;117;25 - 29;Extranjera;M;0;CIVIS;010;Malos Tratos;14/09/2018
4033;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1103;SAN ISIDRO;070;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;14/09/2018
4034;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1103;SAN ISIDRO;070;30 - 34;Extranjera;M;2;Zona / Historia Social;;;14/09/2018
4035;71;CSS Maravillas;01;CENTRO;01;CENTRO;0106;SOL;121;25 - 29;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;14/09/2018
4036;74;CSS Santa Hortensia;05;CHAMARTÍN;05;CHAMARTÍN;0503;CIUDAD JARDIN;044;45- 49;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;14/09/2018
4037;74;CSS Santa Hortensia;05;CHAMARTÍN;05;CHAMARTÍN;0505;NUEVA ESPAÑA;083;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;14/09/2018
4038;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;053;40 - 44;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;14/09/2018
4039;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;010;18 - 24;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;14/09/2018
4040;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;002;25 - 29;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;14/09/2018
4041;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0808;EL GOLOSO;178;45- 49;Española;H;1;Primera Atención;040;Desproteccion social problema salud;14/09/2018
4042;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;112;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;14/09/2018
4043;92;CSS Concepción Arenal;16;HORTALEZA;16;HORTALEZA;1604;PINAR DEL REY;076;75 - 79;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;14/09/2018
4044;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;179;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;14/09/2018
4045;80;CSS Gallur;10;LATINA;10;LATINA;1002;PUERTA DEL ANGEL;022;35 - 39;Española;H;1;Primera Atención;050;Desprotección socio-familiar;14/09/2018
4046;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;090;65 - 69;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;14/09/2018
4047;79;CSS Los Yébenes;10;LATINA;10;LATINA;1003;LUCERO;059;50 - 54;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;14/09/2018
4048;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;193;25 - 29;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;14/09/2018
4049;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1303;PALOMERAS BAJAS;086;45- 49;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;14/09/2018
4050;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;043;55 - 59;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;14/09/2018
4051;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;063;12 - 17;Extranjera;H;1;Primera Atención;050;Desprotección socio-familiar;14/09/2018
4052;75;CSS María Zayas;06;TETUÁN;17;VILLAVERDE;1702;SAN CRISTOBAL;033;40 - 44;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;14/09/2018
4053;84;CSS San Filiberto;12;USERA ;12;USERA ;1204;ALMENDRALES;048;18 - 24;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;14/09/2018
4054;84;CSS San Filiberto;12;USERA ;17;VILLAVERDE;1705;LOS ANGELES;083;25 - 29;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;14/09/2018
4055;95;CSS Calahorra;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;004;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;14/09/2018
4056;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0202;ACACIAS;024;55 - 59;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;17/09/2018
4057;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0204;LEGAZPI;103;70 - 74;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;17/09/2018
4058;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0204;LEGAZPI;048;18 - 24;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;17/09/2018
4059;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1102;OPAÑEL;033;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;17/09/2018
4060;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1103;SAN ISIDRO;059;40 - 44;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;17/09/2018
4061;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1103;SAN ISIDRO;062;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;17/09/2018
4062;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1103;SAN ISIDRO;048;55 - 59;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;17/09/2018
4063;71;CSS Maravillas;01;CENTRO;01;CENTRO;0105;UNIVERSIDAD;099;45- 49;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;17/09/2018
4064;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0102;EMBAJADORES;048;65 - 69;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;17/09/2018
4065;74;CSS Santa Hortensia;05;CHAMARTÍN;05;CHAMARTÍN;0502;PROSPERIDAD;027;70 - 74;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;17/09/2018
4066;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1504;CONCEPCION;127;35 - 39;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;17/09/2018
4067;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;039;45- 49;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;17/09/2018
4068;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;016;>= 85;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;17/09/2018
4069;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;016;55 - 59;Española;H;1;Primera Atención;050;Desprotección socio-familiar;17/09/2018
4070;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;002;25 - 29;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;17/09/2018
4071;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0805;LA PAZ;093;55 - 59;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;17/09/2018
