Secuencia;Código Centro;Centro;Código Distrito Centro;Distrito Centro;Código Distrito;Distrito;Código Barrio;Barrio;Sección Censal;Tramo Edad;Nacionalidad;Sexo;Código Proceso;Proceso;Fecha Demanda
32207;83;CSS Zaida;11;CARABANCHEL; ; ; ; ; ; ; ; ;60;VIVIENDA;25/03/2022
32208;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1103;SAN ISIDRO;055;50 - 54;Española;M;10;AYUDAS ACONDICIONAMIENTO GERIATRICO;25/03/2022
32209;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1104;VISTA ALEGRE;082;>=85;Española;M;9991;TELEASISTENCIA MAYORES DEPENDENCIA;25/03/2022
32210;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1104;VISTA ALEGRE;082;>=85;Española;M;218;SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA;25/03/2022
32211;71;CSS Maravillas;01;CENTRO; ; ; ; ; ; ; ; ;218;SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA;25/03/2022
32212;71;CSS Maravillas;01;CENTRO; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;25/03/2022
32213;71;CSS Maravillas;01;CENTRO; ; ; ; ; ; ; ; ;10874;AYUDA ECONÓMICA ACTIVIDADES PREVENTIVAS PARA MENORES;25/03/2022
32214;71;CSS Maravillas;01;CENTRO;01;CENTRO;0105;UNIVERSIDAD;093;70 - 74;Española;H;57;DEPENDENCIA CM;25/03/2022
32215;70;CSS Puerta de Toledo;01;CENTRO; ; ; ; ; ; ; ; ;213;RENTA MINÍMA DE INSERCIÓN;25/03/2022
32216;70;CSS Puerta de Toledo;01;CENTRO; ; ; ; ; ; ; ; ;216;SERVICIO DE AYUDA A DOMICILIO MAYORES EXCEPCIONAL;25/03/2022
32217;70;CSS Puerta de Toledo;01;CENTRO; ; ; ; ; ; ; ; ;43;PENSION NO CONTRIBUTIVA CM;25/03/2022
32218;70;CSS Puerta de Toledo;01;CENTRO; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;25/03/2022
32219;70;CSS Puerta de Toledo;01;CENTRO; ; ; ; ; ; ; ; ;43;PENSION NO CONTRIBUTIVA CM;25/03/2022
32220;70;CSS Puerta de Toledo;01;CENTRO; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;25/03/2022
32221;70;CSS Puerta de Toledo;01;CENTRO; ; ; ; ; ; ; ; ;51;CENTRO ATENCIÓN PERSONAS SIN HOGAR / PUE;25/03/2022
32222;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0101;PALACIO;004;>=85;Española;M;9991;TELEASISTENCIA MAYORES DEPENDENCIA;25/03/2022
32223;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0101;PALACIO;004;>=85;Española;M;218;SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA;25/03/2022
32224;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;10902;INGRESO MÍNIMO VITAL;25/03/2022
32225;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;213;RENTA MINÍMA DE INSERCIÓN;25/03/2022
32226;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;5;AYUDA COMEDOR ESCOLAR;25/03/2022
32227;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;10868;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO;25/03/2022
32228;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;25/03/2022
32229;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;10872;AYUDA ECONÓMICA ESCUELA INFANTIL;25/03/2022
32230;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;25/03/2022
32231;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;25/03/2022
32232;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;25/03/2022
32233;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;25/03/2022
32234;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;43;PENSION NO CONTRIBUTIVA CM;25/03/2022
32235;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;76;PISOS TUTELADOS MAYORES CM;25/03/2022
32236;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;25/03/2022
32237;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;25/03/2022
32238;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;10902;INGRESO MÍNIMO VITAL;25/03/2022
32239;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;31;EDUCADOR SOCIAL;25/03/2022
32240;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;9991;TELEASISTENCIA MAYORES DEPENDENCIA;25/03/2022
32241;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;9991;TELEASISTENCIA MAYORES DEPENDENCIA;25/03/2022
32242;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;129;PENSION NO CONTRIBUTIVA INVALIDEZ;25/03/2022
32243;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;47;ATENCIÓN PSICOLOGICA;25/03/2022
32244;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;48;ORIENTADOR SOCIO-LABORAL;25/03/2022
32245;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;213;RENTA MINÍMA DE INSERCIÓN;25/03/2022
32246;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;220;SERVICIO AYUDA A DOMICILIO DISCAPACITADOS DEPENDENCIA;25/03/2022
32247;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;10870;AYUDA ECONÓMICA ALOJAMIENTO TEMPORAL PARA PERSONAS MAYORES;25/03/2022
32248;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;10873;AYUDA ECONÓMICA COMEDOR ESCOLAR;25/03/2022
32249;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;218;SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA;25/03/2022
32250;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;218;SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA;25/03/2022
32251;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;25/03/2022
32252;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;9990;TELEASISTENCIA MAYORES ASP;25/03/2022
32253;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;25/03/2022
32254;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;64;RESIDENCIA PRIVADA MAYORES;25/03/2022
32255;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;10861;RESIDENCIA DEPENDENCIA (MAYORES ENFERMOS ALZHEIMER U OTRAS DEMENCIAS);25/03/2022
32256;74;CSS Santa Hortensia;05;CHAMARTÍN;05;CHAMARTÍN;0503;CIUDAD JARDIN;039;70 - 74;Española;M;9990;TELEASISTENCIA MAYORES ASP;25/03/2022
32257;74;CSS Santa Hortensia;05;CHAMARTÍN;05;CHAMARTÍN;0502;PROSPERIDAD;025;80 - 84;Española;M;57;DEPENDENCIA CM;25/03/2022
32258;74;CSS Santa Hortensia;05;CHAMARTÍN;05;CHAMARTÍN;0502;PROSPERIDAD;025;80 - 84;Española;M;9990;TELEASISTENCIA MAYORES ASP;25/03/2022
32259;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ; ; ; ; ; ; ; ; ;9991;TELEASISTENCIA MAYORES DEPENDENCIA;25/03/2022
32260;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ; ; ; ; ; ; ; ; ;218;SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA;25/03/2022
32261;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0701;GAZTAMBIDE;009;80 - 84;Española;M;57;DEPENDENCIA CM;25/03/2022
32262;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0701;GAZTAMBIDE;009;80 - 84;Española;M;10859;CENTRO DE DÍA DEPENDENCIA (PERSONAS CON DETERIORO FÍSICO O RELACIONAL);25/03/2022
32263;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0701;GAZTAMBIDE;009;80 - 84;Española;M;218;SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA;25/03/2022
32264;91;CSS Luis Vives;15;CIUDAD LINEAL; ; ; ; ; ; ; ; ;9991;TELEASISTENCIA MAYORES DEPENDENCIA;25/03/2022
32265;91;CSS Luis Vives;15;CIUDAD LINEAL; ; ; ; ; ; ; ; ;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;25/03/2022
32266;91;CSS Luis Vives;15;CIUDAD LINEAL; ; ; ; ; ; ; ; ;1;COBERTURA NECESIDADES BASICAS;25/03/2022
32267;91;CSS Luis Vives;15;CIUDAD LINEAL; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;25/03/2022
32268;91;CSS Luis Vives;15;CIUDAD LINEAL; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;25/03/2022
32269;91;CSS Luis Vives;15;CIUDAD LINEAL; ; ; ; ; ; ; ; ;182;APOYO SOCIOEDUCATIVO Y PRELABORAL ADOLESCENTES (ASPA);25/03/2022
32270;91;CSS Luis Vives;15;CIUDAD LINEAL; ; ; ; ; ; ; ; ;213;RENTA MINÍMA DE INSERCIÓN;25/03/2022
32271;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;056;65 - 69;Extranjera;M;57;DEPENDENCIA CM;25/03/2022
32272;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;061;>=85;Española;M;57;DEPENDENCIA CM;25/03/2022
32273;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1505;SAN PASCUAL;146;75 - 79;Española;M;57;DEPENDENCIA CM;25/03/2022
32274;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1505;SAN PASCUAL;146;75 - 79;Española;M;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;25/03/2022
32275;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1505;SAN PASCUAL;146;75 - 79;Española;M;10860;CENTRO DE DÍA DEPENDENCIA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS);25/03/2022
32276;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;038;80 - 84;Española;M;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;25/03/2022
32277;108;CSS Santa Felicidad;15;CIUDAD LINEAL; ; ; ; ; ; ; ; ;218;SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA;25/03/2022
32278;108;CSS Santa Felicidad;15;CIUDAD LINEAL; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;25/03/2022
32279;77;CSS Badalona;08;FUENCARRAL-EL PARDO; ; ; ; ; ; ; ; ;31;EDUCADOR SOCIAL;25/03/2022
32280;77;CSS Badalona;08;FUENCARRAL-EL PARDO; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;25/03/2022
32281;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;25/03/2022
32282;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;25/03/2022
32283;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;25/03/2022
32284;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO; ; ; ; ; ; ; ; ;119;SALUD Y SEGURIDAD SOCIAL CM;25/03/2022
32285;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO; ; ; ; ; ; ; ; ;9993;TELEASISTENCIA DISCAPACITADOS DEPENDENCIA;25/03/2022
32286;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO; ; ; ; ; ; ; ; ;220;SERVICIO AYUDA A DOMICILIO DISCAPACITADOS DEPENDENCIA;25/03/2022
32287;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;25/03/2022
32288;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO; ; ; ; ; ; ; ; ;208;CENTROS ABIERTOS ;25/03/2022
32289;92;CSS Concepción Arenal;16;HORTALEZA; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;25/03/2022
32290;92;CSS Concepción Arenal;16;HORTALEZA; ; ; ; ; ; ; ; ;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;25/03/2022
32291;92;CSS Concepción Arenal;16;HORTALEZA; ; ; ; ; ; ; ; ;59;TRABAJO Y EMPLEO;25/03/2022
32292;92;CSS Concepción Arenal;16;HORTALEZA; ; ; ; ; ; ; ; ;10734;PROYECTOS PROPIOS DEL DISTRITO;25/03/2022
32293;92;CSS Concepción Arenal;16;HORTALEZA; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;25/03/2022
32294;92;CSS Concepción Arenal;16;HORTALEZA; ; ; ; ; ; ; ; ;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;25/03/2022
32295;92;CSS Concepción Arenal;16;HORTALEZA; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;25/03/2022
32296;92;CSS Concepción Arenal;16;HORTALEZA; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;25/03/2022
32297;130;CSS El Querol;16;HORTALEZA; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;25/03/2022
32298;106;CSS Fuerte de Navidad;10;LATINA; ; ; ; ; ; ; ; ;79;RESIDENCIA TEMPORAL MAYORES CM;25/03/2022
32299;106;CSS Fuerte de Navidad;10;LATINA; ; ; ; ; ; ; ; ;216;SERVICIO DE AYUDA A DOMICILIO MAYORES EXCEPCIONAL;25/03/2022
32300;106;CSS Fuerte de Navidad;10;LATINA; ; ; ; ; ; ; ; ;9990;TELEASISTENCIA MAYORES ASP;25/03/2022
32301;106;CSS Fuerte de Navidad;10;LATINA; ; ; ; ; ; ; ; ;43;PENSION NO CONTRIBUTIVA CM;25/03/2022
32302;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;185;75 - 79;Española;M;127;COMIDA A DOMICILIO;25/03/2022
32303;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;178;75 - 79;Española;H;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;25/03/2022
32304;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;185;75 - 79;Española;H;127;COMIDA A DOMICILIO;25/03/2022
32305;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;210;75 - 79;Española;M;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;25/03/2022
32306;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;170;50 - 54;Española;M;57;DEPENDENCIA CM;25/03/2022
32307;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;185;75 - 79;Española;H;57;DEPENDENCIA CM;25/03/2022
32308;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1005;CAMPAMENTO;146;30 - 34;Extranjera;H;223;INFORME DERIVACION GENERAL;25/03/2022
32309;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1005;CAMPAMENTO;157;>=85;Española;H;9990;TELEASISTENCIA MAYORES ASP;25/03/2022
32310;106;CSS Fuerte de Navidad;10;LATINA;09;MONCLOA-ARAVACA     ;0904;VALDEZARZA;063;18 - 24;Extranjera;M;10872;AYUDA ECONÓMICA ESCUELA INFANTIL;25/03/2022
32311;106;CSS Fuerte de Navidad;10;LATINA;17;VILLAVERDE;1701;SAN ANDRES;026;55 - 59;Extranjera;M;62;ASOCIACIONES ONG;25/03/2022
32312;80;CSS Gallur;10;LATINA; ; ; ; ; ; ; ; ;8;ACTIVIDADES PREVENTIVAS DE ESP. NECESIDAD MENORES;25/03/2022
32313;80;CSS Gallur;10;LATINA; ; ; ; ; ; ; ; ;119;SALUD Y SEGURIDAD SOCIAL CM;25/03/2022
32314;80;CSS Gallur;10;LATINA; ; ; ; ; ; ; ; ;5;AYUDA COMEDOR ESCOLAR;25/03/2022
32315;80;CSS Gallur;10;LATINA; ; ; ; ; ; ; ; ;10734;PROYECTOS PROPIOS DEL DISTRITO;25/03/2022
32316;80;CSS Gallur;10;LATINA; ; ; ; ; ; ; ; ;10872;AYUDA ECONÓMICA ESCUELA INFANTIL;25/03/2022
32317;80;CSS Gallur;10;LATINA; ; ; ; ; ; ; ; ;118;EDUCACIÓN / CULTURA CM;25/03/2022
32318;80;CSS Gallur;10;LATINA; ; ; ; ; ; ; ; ;1;COBERTURA NECESIDADES BASICAS;25/03/2022
32319;80;CSS Gallur;10;LATINA; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;25/03/2022
32320;80;CSS Gallur;10;LATINA;10;LATINA;1002;PUERTA DEL ANGEL;032;35 - 39;Extranjera;H;223;INFORME DERIVACION GENERAL;25/03/2022
32321;79;CSS Los Yébenes;10;LATINA; ; ; ; ; ; ; ; ;62;ASOCIACIONES ONG;25/03/2022
32322;79;CSS Los Yébenes;10;LATINA; ; ; ; ; ; ; ; ;62;ASOCIACIONES ONG;25/03/2022
32323;79;CSS Los Yébenes;10;LATINA; ; ; ; ; ; ; ; ;223;INFORME DERIVACION GENERAL;25/03/2022
32324;79;CSS Los Yébenes;10;LATINA; ; ; ; ; ; ; ; ;10868;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO;25/03/2022
32325;79;CSS Los Yébenes;10;LATINA; ; ; ; ; ; ; ; ;1;COBERTURA NECESIDADES BASICAS;25/03/2022
32326;79;CSS Los Yébenes;10;LATINA; ; ; ; ; ; ; ; ;55;CURSOS Y ACTIVIDADES DE FORMACIÓN;25/03/2022
32327;79;CSS Los Yébenes;10;LATINA; ; ; ; ; ; ; ; ;122;ARRAIGO SOCIAL  ;25/03/2022
32328;79;CSS Los Yébenes;10;LATINA; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;25/03/2022
32329;79;CSS Los Yébenes;10;LATINA; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;25/03/2022
32330;79;CSS Los Yébenes;10;LATINA; ; ; ; ; ; ; ; ;1;COBERTURA NECESIDADES BASICAS;25/03/2022
32331;79;CSS Los Yébenes;10;LATINA; ; ; ; ; ; ; ; ;118;EDUCACIÓN / CULTURA CM;25/03/2022
32332;79;CSS Los Yébenes;10;LATINA; ; ; ; ; ; ; ; ;56;ACTIVIDADES DE OCIO Y TIEMPO LIBRE;25/03/2022
32333;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;109;4 - 11;Española;H;57;DEPENDENCIA CM;25/03/2022
32334;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ; ; ; ; ; ; ; ; ;10876;AYUDA ECONÓMICA GASTOS EXCEPCIONALES Y OTROS;25/03/2022
32335;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ; ; ; ; ; ; ; ; ;10868;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO;25/03/2022
32336;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;25/03/2022
32337;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ; ; ; ; ; ; ; ; ;127;COMIDA A DOMICILIO;25/03/2022
32338;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ; ; ; ; ; ; ; ; ;10868;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO;25/03/2022
32339;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;25/03/2022
32340;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ; ; ; ; ; ; ; ; ;218;SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA;25/03/2022
32341;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ; ; ; ; ; ; ; ; ;10861;RESIDENCIA DEPENDENCIA (MAYORES ENFERMOS ALZHEIMER U OTRAS DEMENCIAS);25/03/2022
32342;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ; ; ; ; ; ; ; ; ;218;SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA;25/03/2022
32343;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ; ; ; ; ; ; ; ; ;7;AYUDA ESCUELA INFANTIL;25/03/2022
32344;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ; ; ; ; ; ; ; ; ;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;25/03/2022
32345;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ; ; ; ; ; ; ; ; ;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;25/03/2022
32346;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;25/03/2022
32347;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ; ; ; ; ; ; ; ; ;10876;AYUDA ECONÓMICA GASTOS EXCEPCIONALES Y OTROS;25/03/2022
32348;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ; ; ; ; ; ; ; ; ;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;25/03/2022
32349;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ; ; ; ; ; ; ; ; ;5;AYUDA COMEDOR ESCOLAR;25/03/2022
32350;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ; ; ; ; ; ; ; ; ;10873;AYUDA ECONÓMICA COMEDOR ESCOLAR;25/03/2022
32351;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ; ; ; ; ; ; ; ; ;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;25/03/2022
32352;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ; ; ; ; ; ; ; ; ;24;CAMA ARTICULADA;25/03/2022
32353;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;25/03/2022
32354;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ; ; ; ; ; ; ; ; ;208;CENTROS ABIERTOS ;25/03/2022
32355;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ; ; ; ; ; ; ; ; ;218;SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA;25/03/2022
32356;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;25/03/2022
32357;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ; ; ; ; ; ; ; ; ;10876;AYUDA ECONÓMICA GASTOS EXCEPCIONALES Y OTROS;25/03/2022
32358;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ; ; ; ; ; ; ; ; ;127;COMIDA A DOMICILIO;25/03/2022
32359;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ; ; ; ; ; ; ; ; ;10861;RESIDENCIA DEPENDENCIA (MAYORES ENFERMOS ALZHEIMER U OTRAS DEMENCIAS);25/03/2022
32360;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;25/03/2022
32361;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;25/03/2022
32362;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;25/03/2022
32363;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0903;CIUDAD UNIVERSITARIA;040;75 - 79;Española;M;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;25/03/2022
32364;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0903;CIUDAD UNIVERSITARIA;036;35 - 39;Extranjera;M;10872;AYUDA ECONÓMICA ESCUELA INFANTIL;25/03/2022
32365;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0903;CIUDAD UNIVERSITARIA;043;>=85;Española;M;57;DEPENDENCIA CM;25/03/2022
32366;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0904;VALDEZARZA;070;>=85;Española;M;57;DEPENDENCIA CM;25/03/2022
32367;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0904;VALDEZARZA;070;>=85;Española;M;57;DEPENDENCIA CM;25/03/2022
32368;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0904;VALDEZARZA;070;>=85;Española;H;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;25/03/2022
32369;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0904;VALDEZARZA;070;>=85;Española;M;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;25/03/2022
32370;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0904;VALDEZARZA;058;18 - 24;Extranjera;H;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;25/03/2022
32371;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0904;VALDEZARZA;047;40 - 44;Española;M;57;DEPENDENCIA CM;25/03/2022
